Type,Name,Method,Element type,Element ID,Reviewed in,Detail,Procurement,BM_type,Min_num_Fbs,Max_num_Fbs,Fundamental object,Num_Fund_objs,Form,Scale,Nonstructural,Structural,Dynamic,Energetic,Kinetic,Thermo,Quantum_dyn,Evolutionary,Topological,Functional,Complexation,Sidechain,Folded,Rot_inv,Trans_inv,Electrostatic,Hydrophobic,Van der Waals,Hbond,Salt bridge,Pi,Metal,Solvent,Solute,Trapped water,Pocket/void,Fixed_size,Hierarch,Unique,Subset_Unique,Differentiable,Reversible,Guarantee_Valid,Probabilistic,Ref_frames,Graph: Node/edge?,Toxological,Metabolic,Extens,ComputCostly,Lin_comb,AG_layer,AugRatio,Implem,OSI_Avail,License,Docs,Webserver,Comment,Improv,Type,PubYr,Auth,Title,PubTitle,DOI,,,,,,,
Utility,IterANM,Iterative anisotropic network modelling runs to incorporate some dynamic detail into docking simulations. Also includes a “binding mode” representation that could be generalized,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Wang, Anhui; Zhang, Yuebin; Chu, Huiying; Liao, Chenyi; Zhang, Zhichao; Li, Guohui",Higher Accuracy Achieved for Protein–Ligand Binding Pose Prediction by Elastic Network Model-Based Ensemble Docking,Journal of Chemical Information and Modeling,10.1021/acs.jcim.9b01168,,,,,,,
Utility,WEM-RR,Weighted ensemble milestoning with restraint release,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Ray, Dhiman; Gokey, Trevor; Mobley, David L.; Andricioaei, Ioan",Kinetics and Free Energy of Ligand Dissociation Using Weighted Ensemble Milestoning,arXiv:2007.09325 [physics],,,,,,,,
Utility,HSA_MD,Hypersound-accelerated molecular dynamics. Like simulating a sonicated protein sample,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Araki, Mitsugu; Matsumoto, Shigeyuki; Bekker, Gert-Jan; Isaka, Yuta; Sagae, Yukari; Kamiya, Narutoshi; Okuno, Yasushi",Exploring ligand binding pathways on proteins using hypersound–accelerated molecular dynamics,bioRxiv,10.1101/2020.04.06.026930,,,,,,,
Utility,MLA_MD,Machine-learning accelerated molecular dynamics,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Jia, Weile; Wang, Han; Chen, Mohan; Lu, Denghui; Lin, Lin; Car, Roberto",Pushing the Limit of Molecular Dynamics with Ab Initio Accuracy to 100 Million Atoms with Machine Learning,,,,,,,,,
Utility,,Choosing/selecting normal modes and combinations in protein structures,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Bedoucha, Pierre; Reuter, Nathalie; Hauser, Helwig; Byška, Jan",Visual exploration of large normal mode spaces to study protein flexibility,Computers & Graphics,10.1016/j.cag.2020.05.025,,,,,,,
Utility,GROmaρs,,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://mptg-cbp.github.io/gromaps.html,,,,,,,journalArticle,2019,"Briones, Rodolfo; Blau, Christian; Kutzner, Carsten; de Groot, Bert L.; Aponte-Santamaría, Camilo",GROmaρs: A GROMACS-Based Toolset to Analyze Density Maps Derived from Molecular Dynamics Simulations,Biophysical Journal,10.1016/j.bpj.2018.11.3126,,,,,,,
Utility,CGNets,Coarse-grained MD force fields,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Wang, Jiang; Olsson, Simon; Wehmeyer, Christoph; Pérez, Adrià; Charron, Nicholas E.; de Fabritiis, Gianni; Noé, Frank; Clementi, Cecilia",Machine Learning of Coarse-Grained Molecular Dynamics Force Fields,ACS Central Science,10.1021/acscentsci.8b00913,,,,,,,
Utility,NeqPCA,Nonequilibrium principal component analysis generalization,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Post, Matthias; Wolf, Steffen; Stock, Gerhard",Principal component analysis of nonequilibrium molecular dynamics simulations,The Journal of Chemical Physics,10.1063/1.5089636,,,,,,,
Utility,Ensemblatorv3,,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Brereton, Andrew E.; Karplus, P. Andrew",Ensemblator v3: Robust atom-level comparative analyses and classification of protein structure ensembles,Protein Science,10.1002/pro.3249,,,,,,,
Utility,RIP-MD,Computing residue interaction networks within proteins,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/DLab/RIP-MD,,,,,,,journalArticle,2018,"Contreras-Riquelme, Sebastián; Garate, Jose Antonio; Perez-Acle, Tomas; Martin, Alberto J.M.",RIP-MD: A tool to study residue interaction networks in protein molecular dynamics,PeerJ,10.7717/peerj.5998,,,,,,,
Utility,iCon,Tool for generating representative molecular ensembles,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Poli, Giulio; Seidel, Thomas; Langer, Thierry",Conformational Sampling of Small Molecules With iCon: Performance Assessment in Comparison With OMEGA,Frontiers in Chemistry,10.3389/fchem.2018.00229,,,,,,,
Utility,WExplore,One possible conformational space network (CSN) representation,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://doi.org/10.5281/zenodo.1021565,,,,,,,journalArticle,2018,"Lotz, Samuel D; Dickson, Alex",Unbiased Molecular Dynamics of 11 min Timescale Drug Unbinding Reveals Transition State Stabilizing Interactions,Journal of the American Chemical Society,10.1021/jacs.7b08572,,,,,,,
Utility,MD,Molecular dynamics,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Sasaki, Kohei; Okajima, Ryo; Yamashita, Takefumi",Liquid structures characterized by a combination of the persistent homology analysis and molecular dynamics simulation,AIP Conference Proceedings,10.1063/1.5079057,,,,,,,
Utility,PyEMMA,Tutorial for PyEMMA software,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Wehmeyer, Christoph; Scherer, Martin K.; Hempel, Tim; Husic, Brooke E.; Olsson, Simon; Noé, Frank",Introduction to Markov state modeling with the PyEMMA software [Article v1.0],Living Journal of Computational Molecular Science,10.33011/livecoms.1.1.5965,,,,,,,
Utility,PyEMMA2,"Features computed for each atom, and concatenated together the same way for each object we seek to compare. Best TICA feature is one that maximizes total kinetic variance (TKV)",,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Scherer, Martin K.; Trendelkamp-Schroer, Benjamin; Paul, Fabian; Pérez-Hernández, Guillermo; Hoffmann, Moritz; Plattner, Nuria; Wehmeyer, Christoph; Prinz, Jan Hendrik; Noé, Frank","PyEMMA 2: A Software Package for Estimation, Validation, and Analysis of Markov Models",Journal of Chemical Theory and Computation,10.1021/acs.jctc.5b00743,,,,,,,
Utility,ENCORE,Ensemble comparison software,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://encore-similarity.github.io/encore,,,,,,journalArticle,2015,"Tiberti, Matteo; Papaleo, Elena; Bengtsen, Tone; Boomsma, Wouter; Lindorff-Larsen, Kresten",ENCORE: Software for Quantitative Ensemble Comparison,PLOS Computational Biology,10.1371/journal.pcbi.1004415,,,,,,,
Utility,ProDy,Protein Dynamics suite,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://prody.csb.pitt.edu/,,,,,,journalArticle,2014,"Bakan, A.; Dutta, A.; Mao, W.; Liu, Y.; Chennubhotla, C.; Lezon, T. R.; Bahar, I.",Evol and ProDy for bridging protein sequence evolution and structural dynamics,Bioinformatics,10.1093/bioinformatics/btu336,,,,,,,
Utility,Bio3D,Bio3D package,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,,,The Bio3D packages for structural bioinformatics,,10.1002/pro.3923,,,,,,,
Utility,MARTINI3,Open source coarse-grained forcefield for molecular dynamics,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://cgmartini.nl/,,,journalArticle,2021,"Souza, Paulo C. T.; Alessandri, Riccardo; Barnoud, Jonathan; Thallmair, Sebastian; Faustino, Ignacio; Grünewald, Fabian; Patmanidis, Ilias; Abdizadeh, Haleh; Bruininks, Bart M. H.; Wassenaar, Tsjerk A.; Kroon, Peter C.; Melcr, Josef; Nieto, Vincent; Corradi, Valentina; Khan, Hanif M.; Domański, Jan; Javanainen, Matti; Martinez-Seara, Hector; Reuter, Nathalie; Best, Robert B.; Vattulainen, Ilpo; Monticelli, Luca; Periole, Xavier; Tieleman, D. Peter; de Vries, Alex H.; Marrink, Siewert J.",Martini 3: a general purpose force field for coarse-grained molecular dynamics,Nature Methods,10.1038/s41592-021-01098-3,,,,,,,
Utility,ProDy,ProDy for protein dynamics,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2011,"Bakan, Ahmet; Meireles, Lidio M.; Bahar, Ivet",ProDy: Protein dynamics inferred from theory and experiments,Bioinformatics,10.1093/bioinformatics/btr168,,,,,,,
Utility,,Cooperativity and thermodynamics,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2003,"Kaya, Hüseyin; Chan, Hue Sun",Solvation Effects and Driving Forces for Protein Thermodynamic and Kinetic Cooperativity: How Adequate is Native-centric Topological Modeling?,Journal of Molecular Biology,10.1016/S0022-2836(02)01434-1,,,,,,,
Utility,Paramagpy,Paramagpy,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Orton, Henry William; Huber, Thomas; Otting, Gottfried",Paramagpy: software for fitting magnetic susceptibility tensors using paramagnetic effects measured in NMR spectra,Magnetic Resonance,10.5194/mr-1-1-2020,,,,,,,
Utility,Pyrite Molecular dynamics utility,,,,,Dynamic,Pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Rajendiran, Nivedita; Durrant, Jacob D.",Pyrite: A blender plugin for visualizing molecular dynamics simulations using industry-standard rendering techniques,Journal of Computational Chemistry,10.1002/jcc.25155,,,,,,,
Utility,GEO-MEASURES,,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Kagami, Luciano Porto; das Neves, Gustavo Machado; Timmers, Luís Fernando Saraiva Macedo; Caceres, Rafael Andrade; Eifler-Lima, Vera Lucia",Geo-Measures: A PyMOL plugin for protein structure ensembles analysis,Computational Biology and Chemistry,10.1016/j.compbiolchem.2020.107322,,,,,,,
Utility,PyRod,Python library for water tracing in MD trajectories,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,https://github.com/schallerdavid/pyrod,,,,,,journalArticle,2019,"Schaller, David; Pach, Szymon; Wolber, Gerhard",PyRod: Tracing Water Molecules in Molecular Dynamics Simulations,Journal of Chemical Information and Modeling,10.1021/acs.jcim.9b00281,,,,,,,
Utility,,GRO2LAM,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Chávez Thielemann, Hernán; Cardellini, Annalisa; Fasano, Matteo; Bergamasco, Luca; Alberghini, Matteo; Ciorra, Gianmarco; Chiavazzo, Eliodoro; Asinari, Pietro",From GROMACS to LAMMPS: GRO2LAM,Journal of Molecular Modeling,10.1007/s00894-019-4011-x,,,,,,,
Utility,FEM_PS,Finite element modelling of protein structures,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Sedeh, Reza Sharifi; Yun, Giseok; Lee, Jae Young; Bathe, Klaus Jürgen; Kim, Do Nyun",A framework of finite element procedures for the analysis of proteins,Computers and Structures,10.1016/j.compstruc.2017.10.015,,,,,,,
Utility,SMD,Scaled molecular dynamics,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Motta, Stefano; Callea, Lara; Giani Tagliabue, Sara; Bonati, Laura",Exploring the PXR ligand binding mechanism with advanced Molecular Dynamics methods,Scientific Reports,10.1038/s41598-018-34373-z,,,,,,,
Utility,MDentropy,"Information-theoretic tools for MD trajectory analysis, complementary to other MD trajectory analysis softwares",,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://msmbuilder.org/mdentropy,,,,,,journalArticle,2017,"X. Hernández, Carlos; S. Pande, Vijay",MDEntropy: Information-Theoretic Analyses for Molecular Dynamics,The Journal of Open Source Software,10.21105/joss.00427,,,,,,,
Utility,OpenMM,Open molecular mechanics,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/pandegroup/openmm,,,,,,journalArticle,2017,"Eastman, Peter; Swails, Jason; Chodera, John D.; McGibbon, Robert T.; Zhao, Yutong; Beauchamp, Kyle A.; Wang, Lee-Ping; Simmonett, Andrew C.; Harrigan, Matthew P.; Stern, Chaya D.; Wiewiora, Rafal P.; Brooks, Bernard R.; Pande, Vijay S.",OpenMM 7: Rapid development of high performance algorithms for molecular dynamics,PLOS Computational Biology,10.1371/journal.pcbi.1005659,,,,,,,
Utility,MDAnalysis,MDAnalysis package for MD Trajectory analyses,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conferencePaper,2016,"Gowers, Richard; Linke, Max; Barnoud, Jonathan; Reddy, Tyler; Melo, Manuel; Seyler, Sean; Domański, Jan; Dotson, David; Buchoux, Sébastien; Kenney, Ian; Beckstein, Oliver",MDAnalysis: A Python Package for the Rapid Analysis of Molecular Dynamics Simulations,,10.25080/Majora-629e541a-00e,,,,,,,
Utility,MDtraj,Molecular dynamics trajectory analyzer,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"McGibbon, Robert T.; Beauchamp, Kyle A.; Harrigan, Matthew P.; Klein, Christoph; Swails, Jason M.; Hernández, Carlos X.; Schwantes, Christian R.; Wang, Lee-Ping; Lane, Thomas J.; Pande, Vijay S.",MDTraj: A Modern Open Library for the Analysis of Molecular Dynamics Trajectories,Biophysical Journal,10.1016/j.bpj.2015.08.015,,,,,,,
Utility,ODDT,"Open drug discovery toolkit. Allows use of common, as well as custom, molecular descriptors",,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/oddt/oddt,,,,,,journalArticle,2015,"Wójcikowski, Maciej; Zielenkiewicz, Piotr; Siedlecki, Pawel",Open Drug Discovery Toolkit (ODDT): A new open-source player in the drug discovery field,Journal of Cheminformatics,10.1186/s13321-015-0078-2,,,,,,,
Utility,PTMC,Parallel-tempering monte carlo simulation,,,,Dynamic,Computational,,,,,,,,,,,,,,,,Simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2013,"Liu, Jie; Liao, Chenyi; Zhou, Jian",Multiscale simulations of protein G B1 adsorbed on charged self-assembled monolayers,Langmuir,10.1021/la401171v,,,,,,,
Utility,USMD,Umbrella sampling molecular dynamics,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2013,"Posokhov, Yevgen O.; Kyrychenko, Alexander",Effect of acetone accumulation on structure and dynamics of lipid membranes studied by molecular dynamics simulations,Computational Biology and Chemistry,10.1016/j.compbiolchem.2013.04.005,,,,,,,
Utility,ff99SBnmr1,Nuclear magnetic resonance tailored forcefield,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2010,"Li, Da Wei; Brüschweiler, Rafael",NMR-based protein potentials,Angewandte Chemie - International Edition,10.1002/anie.201001898,,,,,,,
Utility,CgenFF,CHARMM general force field,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2010,"Vanommeslaeghe, K.; Hatcher, E.; Acharya, C.; Kundu, S.; Zhong, S.; Shim, J.; Darian, E.; Guvench, O.; Lopes, P.; Vorobyov, I.; Mackerell, A. D.",CHARMM general force field: A force field for drug-like molecules compatible with the CHARMM all-atom additive biological force fields,Journal of Computational Chemistry,10.1002/jcc.21367,,,,,,,
Utility,IVMSD,Interactive visualization of molecular surface dynamics,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2009,"Krone, Michael; Bidmon, Katrin; Ertl, Thomas",Interactive Visualization of Molecular Surface Dynamics,IEEE Transactions on Visualization and Computer Graphics,10.1109/TVCG.2009.157,,,,,,,
Utility,SIMULAID,,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2010,"Mezei, Mihaly",Simulaid: A simulation facilitator and analysis program,Journal of Computational Chemistry,10.1002/jcc.21551,,,,,,,
Utility,ivis,Dimensionality reduction for trajectories,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://bering-ivis.readthedocs.io/en/latest/,,,,,,journalArticle,2020,"Tian, Hao; Tao, Peng",ivis Dimensionality Reduction Framework for Biomacromolecular Simulations,arXiv:2004.10718 [q-bio],,,,,,,,
Utility,PCA_PacS-MD,PCA-based parallel cascade selection molecular dynamics,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Yasuda, Takunori; Shigeta, Yasuteru; Harada, Ryuhei",Efficient Conformational Sampling of Collective Motions of Proteins with Principal Component Analysis-Based Parallel Cascade Selection Molecular Dynamics,Journal of Chemical Information and Modeling,10.1021/acs.jcim.0c00580,,,,,,,
Utility,AQUADUCt,AQUADUCt water tracing,,,,Dynamic,Computational,,,,,,,,0,1,1,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.aquaduct.pl/installation/,,,,,,,,,,,,,,,,,,
Utility,MODELLER,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,BLASTP,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,RAMPAGE,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,ProSA,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,3-Drefine,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,CABS,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,NAMD,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,Fpocket,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,LigandScout,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,MOE,Molecular operating environment,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,MMFF94x,Merck molecular force field,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,FAFdrugs4,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,admetSAR,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Pradeepkiran, Jangampalli; Reddy, P.",Structure Based Design and Molecular Docking Studies for Phosphorylated Tau Inhibitors in Alzheimer's Disease,Cells,10.3390/cells8030260,,,,,,,
Utility,SIMULAID,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://inka.mssm.edu/mezei/simulaid/,,,journalArticle,2006,"Mezei, Mihaly; Filizola, Marta",TRAJELIX: A Computational Tool for the Geometric Characterization of Protein Helices During Molecular Dynamics Simulations,Journal of Computer-Aided Molecular Design,10.1007/s10822-006-9039-1,,,,,,,
Utility,HELANAL,Helix analysis,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2006,"Mezei, Mihaly; Filizola, Marta",TRAJELIX: A Computational Tool for the Geometric Characterization of Protein Helices During Molecular Dynamics Simulations,Journal of Computer-Aided Molecular Design,10.1007/s10822-006-9039-1,,,,,,,
Utility,GMX_g_helix,GROMACS g_helix command,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2006,"Mezei, Mihaly; Filizola, Marta",TRAJELIX: A Computational Tool for the Geometric Characterization of Protein Helices During Molecular Dynamics Simulations,Journal of Computer-Aided Molecular Design,10.1007/s10822-006-9039-1,,,,,,,
Utility,GMX_g_bundle,GROMACS g_bundle command,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2006,"Mezei, Mihaly; Filizola, Marta",TRAJELIX: A Computational Tool for the Geometric Characterization of Protein Helices During Molecular Dynamics Simulations,Journal of Computer-Aided Molecular Design,10.1007/s10822-006-9039-1,,,,,,,
